KEGG ID,InChIKey,InChIKey14
C12250,UJOHABFHKQHIKS-UHFFFAOYSA-N,UJOHABFHKQHIKS
C13244,VEQOALNAAJBPNY-UHFFFAOYSA-N,VEQOALNAAJBPNY
C12627,RPMNUQRUHXIGHK-PYXJVEIZSA-N,RPMNUQRUHXIGHK
C12412,KCOULPRVOZDQEL-IFNZWHIZSA-N,KCOULPRVOZDQEL
C12271,MVVPIAAVGAWJNQ-DOFZRALJSA-N,MVVPIAAVGAWJNQ
C12564,CEUORZQYGODEFX-UHFFFAOYSA-N,CEUORZQYGODEFX
C12258,JEHSMJTYFMMHKE-HXUWFJFHSA-N,JEHSMJTYFMMHKE
C13269,BHELIUBJHYAEDK-OAIUPTLZSA-N,BHELIUBJHYAEDK
C12235,JSGDAMUNBMFHFH-UHFFFAOYSA-N,JSGDAMUNBMFHFH
C12419,WCKNDRCJQZCZLO-LBJGKRIESA-N,WCKNDRCJQZCZLO
C12417,NIJCZTKHKOATFT-CAWMZFRYSA-N,NIJCZTKHKOATFT
C13392,CUFNKYGDVFVPHO-UHFFFAOYSA-N,CUFNKYGDVFVPHO
C12267,,
C13182,ZNYYFCHDQJQKOK-JFFAAOMISA-N,ZNYYFCHDQJQKOK
C12539,UREZNYTWGJKWBI-UHFFFAOYSA-M,UREZNYTWGJKWBI
C12865,KVYGGMBOZFWZBQ-UHFFFAOYSA-N,KVYGGMBOZFWZBQ
C12675,BWSSMIJUDVUASQ-UHFFFAOYSA-N,BWSSMIJUDVUASQ
C12679,VKJGBAJNNALVAV-UHFFFAOYSA-M,VKJGBAJNNALVAV
C12750,CKHJPWQVLKHBIH-GPAWKIAZSA-N,CKHJPWQVLKHBIH
C13102,HWSISDHAHRVNMT-UHFFFAOYSA-N,HWSISDHAHRVNMT
C12829,,
C13034,LVDKZNITIUWNER-UHFFFAOYSA-N,LVDKZNITIUWNER
C13127,CIUUIPMOFZIWIZ-UHFFFAOYSA-N,CIUUIPMOFZIWIZ
C13400,BRJPWEPTDCKYHE-UHFFFAOYSA-I,BRJPWEPTDCKYHE
C17058,ATLJNLYIJOCWJE-CWMZOUAVSA-N,ATLJNLYIJOCWJE
C13301,PYMDEDHDQYLBRT-DRIHCAFSSA-N,PYMDEDHDQYLBRT
C12490,LJBSAUIFGPSHCN-UHFFFAOYSA-N,LJBSAUIFGPSHCN
C12946,CQONVBIGUJWUFE-UHFFFAOYSA-N,CQONVBIGUJWUFE
C12304,DKPFZGUDAPQIHT-UHFFFAOYSA-N,DKPFZGUDAPQIHT
C12146,,
C12935,UHHRFSOMMCWGSO-UHFFFAOYSA-L,UHHRFSOMMCWGSO
C13058,OPSXJNAGCGVGOG-DKWTVANSSA-L,OPSXJNAGCGVGOG
C13189,WGEFECGEFUFIQW-UHFFFAOYSA-L,WGEFECGEFUFIQW
C12277,AXCZMVOFGPJBDE-UHFFFAOYSA-L,AXCZMVOFGPJBDE
C13140,BRPQOXSCLDDYGP-UHFFFAOYSA-N,BRPQOXSCLDDYGP
C12276,FAPWYRCQGJNNSJ-UBKPKTQASA-L,FAPWYRCQGJNNSJ
C13194,OSGAYBCDTDRGGQ-UHFFFAOYSA-L,OSGAYBCDTDRGGQ
C12650,GAGWJHPBXLXJQN-UORFTKCHSA-N,GAGWJHPBXLXJQN
C12712,QFWPXOXWAUAYAB-XZVIDJSISA-M,QFWPXOXWAUAYAB
C12432,XREUEWVEMYWFFA-CSKJXFQVSA-N,XREUEWVEMYWFFA
C12896,LQMNVYGQJJRMRR-BTJKTKAUSA-N,LQMNVYGQJJRMRR
C13016,BGGXRVPCJUKHTQ-AHCAJXDVSA-L,BGGXRVPCJUKHTQ
C12691,GXCRUTWHNMMJEK-WYUVZMMLSA-M,GXCRUTWHNMMJEK
C12557,LRAJHPGSGBRUJN-OMIVUECESA-N,LRAJHPGSGBRUJN
C13089,XAAOHMIKXULDKJ-IZXJIOGHSA-N,XAAOHMIKXULDKJ
C13142,QRIBXVGHDLFNNE-VQWMGBAQSA-M,QRIBXVGHDLFNNE
C13024,AFRHBNZCLNRBKP-USSRSQKSSA-M,AFRHBNZCLNRBKP
C13376,RIWWMGQFMUUYIY-ALLHVENQSA-M,RIWWMGQFMUUYIY
C12979,RDMOROXKXONCAL-UEKVPHQBSA-N,RDMOROXKXONCAL
C13505,REACMANCWHKJSM-DWBVFMGKSA-M,REACMANCWHKJSM
C13143,RFLHUYUQCKHUKS-JUODUXDSSA-M,RFLHUYUQCKHUKS
C12242,GHKISGDRQRSCII-ZOCIIQOWSA-N,GHKISGDRQRSCII
C12229,LZJHNXHYKRKCDZ-UHFFFAOYSA-N,LZJHNXHYKRKCDZ
C12167,VXXVFIKKBBVGIR-HNNXBMFYSA-N,VXXVFIKKBBVGIR
C12729,QMBJSIBWORFWQT-DFXBJWIESA-N,QMBJSIBWORFWQT
C12471,GQENLIMEQYDTDJ-UHFFFAOYSA-N,GQENLIMEQYDTDJ
C12299,WJSDHUCWMSHDCR-UHFFFAOYSA-N,WJSDHUCWMSHDCR
C12649,YASYEJJMZJALEJ-UHFFFAOYSA-N,YASYEJJMZJALEJ
C12295,DZNVIZQPWLDQHI-UHFFFAOYSA-N,DZNVIZQPWLDQHI
C12937,YMMOELGRZRDNCQ-UHFFFAOYSA-N,YMMOELGRZRDNCQ
C12278,OCUCCJIRFHNWBP-IYEMJOQQSA-L,OCUCCJIRFHNWBP
C12219,RCQTVEFBFUNTGM-BDVHUIKKSA-N,RCQTVEFBFUNTGM
C12479,KUACUXAJPDYURP-UHFFFAOYSA-N,KUACUXAJPDYURP
C12480,MDWKFXALIRELND-UYUGCTTCSA-N,MDWKFXALIRELND
C12478,DBCRBUVJYHSJEQ-UHFFFAOYSA-N,DBCRBUVJYHSJEQ
C12168,HHEOZJCKMANJQV-CUQLUGJVSA-N,HHEOZJCKMANJQV
C12162,RPAORVSEYNOMBR-IUIKQTSFSA-N,RPAORVSEYNOMBR
C12643,ROQLTZUOXIQBDO-JZWLZXDTSA-O,ROQLTZUOXIQBDO
C12766,HGBLNBBNRORJKI-WCABBAIRSA-N,HGBLNBBNRORJKI
C13050,BQOHYSXSASDCEA-KEOHHSTQSA-N,BQOHYSXSASDCEA
C12297,YYLLIJHXUHJATK-UHFFFAOYSA-N,YYLLIJHXUHJATK
C12685,BOCUKUHCLICSIY-UHFFFAOYSA-N,BOCUKUHCLICSIY
C12962,FJDPATXIBIBRIM-UHFFFAOYSA-N,FJDPATXIBIBRIM
C12307,KSMVZQYAVGTKIV-UHFFFAOYSA-N,KSMVZQYAVGTKIV
C12374,QZJGAJSUXRIADY-UHFFFAOYSA-N,QZJGAJSUXRIADY
C13154,OHXPGWPVLFPUSM-KLRNGDHRSA-N,OHXPGWPVLFPUSM
C12390,PQVIKROZFPIERS-UHFFFAOYSA-N,PQVIKROZFPIERS
C12138,XENHPQQLDPAYIJ-PEVLUNPASA-O,XENHPQQLDPAYIJ
C12347,VGYGUKCLUFVVQO-VPENINKCSA-N,VGYGUKCLUFVVQO
C12476,UZHGFJZFJRMSOS-NANZAVOOSA-N,UZHGFJZFJRMSOS
C12475,ZCIRPBAEIIAERP-ZJTSJXPUSA-N,ZCIRPBAEIIAERP
C12886,BYWIEEUABBZFEE-UHFFFAOYSA-N,BYWIEEUABBZFEE
C12767,QFVAWNPSRQWSDU-UHFFFAOYSA-N,QFVAWNPSRQWSDU
C13161,XYEXKDCAGSHWSD-UHFFFAOYSA-M,XYEXKDCAGSHWSD
C12695,WYQPLTPSGFELIB-JTQPXKBDSA-N,WYQPLTPSGFELIB
C12418,PUVXBJLNMVCYJW-UHFFFAOYSA-N,PUVXBJLNMVCYJW
C13167,TZGKQIBPZOZAKF-PJLVGBPESA-N,TZGKQIBPZOZAKF
C12126,,
C13168,SPXACGZWWVIDGR-SPZWACKZSA-N,SPXACGZWWVIDGR
C12436,ZCJHPTKRISJQTN-SFYZADRCSA-N,ZCJHPTKRISJQTN
C12954,VILIWRRWAWKXRW-UHFFFAOYSA-N,VILIWRRWAWKXRW
C12717,RCISIXJGNBXXPZ-UHFFFAOYSA-N,RCISIXJGNBXXPZ
C12959,IIYKUJVECNNTEY-LREBCSMRSA-N,IIYKUJVECNNTEY
C12786,IYGXEHDCSOYNKY-RZHHZEQLSA-N,IYGXEHDCSOYNKY
C12339,ZQSUAGVTKAZDJV-CHWSQXEVSA-N,ZQSUAGVTKAZDJV
C12336,MXIZZLBQRBAZEX-HUUCEWRRSA-N,MXIZZLBQRBAZEX
C12337,NALOMJPIDNQZKW-ZIAGYGMSSA-N,NALOMJPIDNQZKW
C12341,NNCITNDNYQWFCU-ZNLKAECVSA-N,NNCITNDNYQWFCU
C12739,ZWAOHEXOSAUJHY-ZIYNGMLESA-N,ZWAOHEXOSAUJHY
C12240,FBWQZJWDTGIERI-MIYFKOFASA-N,FBWQZJWDTGIERI
C12448,QIQNNBXHAYSQRY-UYXSQOIJSA-N,QIQNNBXHAYSQRY
C13008,QELUYTUMUWHWMC-UHFFFAOYSA-N,QELUYTUMUWHWMC
C13064,IKBJGZQVVVXCEQ-UHFFFAOYSA-N,IKBJGZQVVVXCEQ
C12599,XQSPYNMVSIKCOC-NTSWFWBYSA-N,XQSPYNMVSIKCOC
C12978,QYIXCDOBOSTCEI-FBVYSKEZSA-N,QYIXCDOBOSTCEI
C12231,DVQVXTPSJBCBJI-UHFFFAOYSA-N,DVQVXTPSJBCBJI
C12234,LBIHNERKYNXGRF-FFSVYQOJSA-N,LBIHNERKYNXGRF
C12512,JUKPWJGBANNWMW-VWBFHTRKSA-N,JUKPWJGBANNWMW
C12153,HESCAJZNRMSMJG-KKQRBIROSA-N,HESCAJZNRMSMJG
C12154,QXRSDHAAWVKZLJ-PVYNADRNSA-N,QXRSDHAAWVKZLJ
C12796,NSYZCCDSJNWWJL-YXOIYICCSA-N,NSYZCCDSJNWWJL
C12309,,
C12310,UFEIYIBAKOKKBK-UHFFFAOYSA-N,UFEIYIBAKOKKBK
C13077,JQIYNMYZKRGDFK-RUFWAXPRSA-N,JQIYNMYZKRGDFK
C12859,RSEPBGGWRJCQGY-RBRWEJTLSA-N,RSEPBGGWRJCQGY
C13031,IIUMCNJTGSMNRO-VVSKJQCTSA-L,IIUMCNJTGSMNRO
C12290,PPXUHEORWJQRHJ-UHFFFAOYSA-N,PPXUHEORWJQRHJ
C12724,ONKUMRGIYFNPJW-KIEAKMPYSA-N,ONKUMRGIYFNPJW
C13310,ICSAXRANXQSPQP-XVJSFZBMSA-M,ICSAXRANXQSPQP
C13311,GOWRRBABHQUJMX-MRVPVSSYSA-N,GOWRRBABHQUJMX
C12218,NAVJNPDLSKEXSP-UHFFFAOYSA-N,NAVJNPDLSKEXSP
C12217,PANJMBIFGCKWBY-UHFFFAOYSA-N,PANJMBIFGCKWBY
C12451,MVEDBMGRQONWSQ-LJQANCHMSA-N,MVEDBMGRQONWSQ
C13299,AGJUUQSLGVCRQA-SWOUQTJZSA-N,AGJUUQSLGVCRQA
C13106,XPCLDSMKWNNKOM-UHFFFAOYSA-K,XPCLDSMKWNNKOM
C12294,FQMZVFJYMPNUCT-YRNVUSSQSA-N,FQMZVFJYMPNUCT
C13297,HUCXKZBETONXFO-AJDZVAQLSA-N,HUCXKZBETONXFO
C12174,ZSTPNQLNQBRLQF-MTJLQIHRSA-N,ZSTPNQLNQBRLQF
C12164,KWAOMPWGIIXDPH-MVWHLILJSA-N,KWAOMPWGIIXDPH
C13101,PBBGSZCBWVPOOL-UHFFFAOYSA-N,PBBGSZCBWVPOOL
C13358,FOGXJPFPZOHSQS-AYVLZSQQSA-N,FOGXJPFPZOHSQS
C13422,XZSVYVIYKBHVMV-FOMYWIRZSA-N,XZSVYVIYKBHVMV
C12888,VWQWXZAWFPZJDA-CGVGKPPMSA-N,VWQWXZAWFPZJDA
C12222,UFHGABBBZRPRJV-UHFFFAOYSA-N,UFHGABBBZRPRJV
C13109,XMLNCADGRIEXPK-SXMODBHXSA-M,XMLNCADGRIEXPK
C13426,NPCIWINHUDIWAV-NSYCNWAXSA-N,NPCIWINHUDIWAV
C12215,PXPUXFCEGUOIKX-UHFFFAOYSA-N,PXPUXFCEGUOIKX
C12312,JYGFTBXVXVMTGB-UHFFFAOYSA-N,JYGFTBXVXVMTGB
C12181,GSEKYIWUAPZIEF-UHFFFAOYSA-N,GSEKYIWUAPZIEF
C12296,MLFHJEHSLIIPHL-UHFFFAOYSA-N,MLFHJEHSLIIPHL
C12293,XKYICAQFSCFURC-UHFFFAOYSA-N,XKYICAQFSCFURC
C12289,XINCECQTMHSORG-UHFFFAOYSA-N,XINCECQTMHSORG
C12343,YUPNHTWYVBHLMG-KSBSHMNSSA-N,YUPNHTWYVBHLMG
C12266,,
C12395,BSBSCJRAEMDCHC-LVOPHWFOSA-N,BSBSCJRAEMDCHC
C12662,XJSFLOJWULLJQS-NGVXBBESSA-N,XJSFLOJWULLJQS
C13326,PMRVFZXOCRHXFE-FMEJWYFOSA-L,PMRVFZXOCRHXFE
C12636,LFLDSGWMOQHQIG-WRICPQPISA-N,LFLDSGWMOQHQIG
C12626,JPUKWEQWGBDDQB-DTGCRPNFSA-N,JPUKWEQWGBDDQB
C12634,LKZDFKLGDGSGEO-UJECXLDQSA-N,LKZDFKLGDGSGEO
C12635,MGAFCXOXRHSKIA-MEBVLIOMSA-N,MGAFCXOXRHSKIA
C12819,VLSMHEGGTFMBBZ-OOZYFLPDSA-N,VLSMHEGGTFMBBZ
C12213,FNLHPZUNSZDBLN-CBPJZXOFSA-N,FNLHPZUNSZDBLN
C12394,KPVVXTRWIKTJBS-DXBBTUNJSA-N,KPVVXTRWIKTJBS
C12391,KESQQXMHWJFEFV-UHFFFAOYSA-N,KESQQXMHWJFEFV
C13103,XYJOGTQLTFNMQG-KJHBSLKPSA-N,XYJOGTQLTFNMQG
C14064,XYJOGTQLTFNMQG-KJHBSLKPSA-N,XYJOGTQLTFNMQG
C12338,JOXWHCNNDTWJPX-CHWSQXEVSA-N,JOXWHCNNDTWJPX
C12323,LJCWONGJFPCTTL-ZETCQYMHSA-N,LJCWONGJFPCTTL
C12470,,
C12461,,
C13320,PHBZFPOOJUGYCR-RFVHGSKJSA-N,PHBZFPOOJUGYCR
C12633,CFYMYCCYMJIYAB-UHFFFAOYSA-N,CFYMYCCYMJIYAB
C12327,VHRSWCTVFBWHKE-UHFFFAOYSA-N,VHRSWCTVFBWHKE
C12995,SFNALCNOMXIBKG-UHFFFAOYSA-N,SFNALCNOMXIBKG
C13156,,
C12265,,
C12871,KJHKTHWMRKYKJE-SUGCFTRWSA-N,KJHKTHWMRKYKJE
C12630,SHPPXMGVUDNKLV-KMFFXDMSSA-N,SHPPXMGVUDNKLV
C12233,GJRMHIXYLGOZSE-JDFRZJQESA-N,GJRMHIXYLGOZSE
C13037,YNVGQYHLRCDXFQ-XGXHKTLJSA-N,YNVGQYHLRCDXFQ
C12893,ZLNQQNXFFQJAID-UHFFFAOYSA-L,ZLNQQNXFFQJAID
C12567,,
C12505,WRUGWIBCXHJTDG-UHFFFAOYSA-L,WRUGWIBCXHJTDG
C12140,PXUQTDZNOHRWLI-OXUVVOBNSA-O,PXUQTDZNOHRWLI
C12948,KOYYWMFYAIFCBI-UHFFFAOYSA-N,KOYYWMFYAIFCBI
C13254,CJUOSBUQOWKEKJ-UHFFFAOYSA-N,CJUOSBUQOWKEKJ
C12437,NYJGMJFBEVSQNN-CNRHASOASA-N,NYJGMJFBEVSQNN
C13179,XBJBPGROQZJDOJ-UHFFFAOYSA-N,XBJBPGROQZJDOJ
C13429,XZNXVSDNACTASG-RZNNTOFGSA-M,XZNXVSDNACTASG
C12755,HOKDBMAJZXIPGC-UHFFFAOYSA-N,HOKDBMAJZXIPGC
C13377,LWJROJCJINYWOX-UHFFFAOYSA-L,LWJROJCJINYWOX
C12280,CMOYPQWMTBSLJK-KAMYIIQDSA-N,CMOYPQWMTBSLJK
C12305,OSWPMRLSEDHDFF-UHFFFAOYSA-N,OSWPMRLSEDHDFF
C12245,RYZCYLNZNIEFLI-UHFFFAOYSA-N,RYZCYLNZNIEFLI
C12333,TURMFSNDIZERMD-FOBKFMRFSA-N,TURMFSNDIZERMD
C12335,OHRSQSHXRITGEV-WNHHMECXSA-N,OHRSQSHXRITGEV
C12332,GBZJQQUISHXMFL-YNFQZBBQSA-N,GBZJQQUISHXMFL
C12389,CFCUWKMKBJTWLW-BKHRDMLASA-N,CFCUWKMKBJTWLW
C13494,KVKIQHMTGSGTFO-UHFFFAOYSA-N,KVKIQHMTGSGTFO
C12216,DQMISKWZRFJSGS-OGLMXYFKSA-N,DQMISKWZRFJSGS
C12151,WKTLNJXZVDLRTJ-QRRXZRELSA-N,WKTLNJXZVDLRTJ
C12158,GDEZZTBHSFKRJN-PWOULSLOSA-N,GDEZZTBHSFKRJN
C12159,QQZJCNSHAVQKIC-DDKJXSSXSA-N,QQZJCNSHAVQKIC
C12160,QGJPEZISMDKYLK-HSSWLXNDSA-N,QGJPEZISMDKYLK
C12161,SJFXXCHPVOUCOT-GWBIGIMOSA-N,SJFXXCHPVOUCOT
C12157,GADFOYPOADGIMS-NWAXCZKQSA-N,GADFOYPOADGIMS
C12220,WNBVGSNESTZACV-UHFFFAOYSA-N,WNBVGSNESTZACV
C13664,HIYGARYIJIZXGW-UHFFFAOYSA-O,HIYGARYIJIZXGW
C12223,ITTVQFYNAAJGHT-KRWDZBQOSA-N,ITTVQFYNAAJGHT
C12269,HOKKHZGPKSLGJE-GSVOUGTGSA-N,HOKKHZGPKSLGJE
C12272,QQBPLXNESPTPNU-KTKRTIGZSA-N,QQBPLXNESPTPNU
C12224,OTYYIACHHIZJSL-UHFFFAOYSA-N,OTYYIACHHIZJSL
C12986,FTTGAAZKBNZDCZ-LURJTMIESA-N,FTTGAAZKBNZDCZ
C12987,ZSQUJRWIOUMROC-LURJTMIESA-N,ZSQUJRWIOUMROC
C12185,SZJIAQIHDKIFGC-NOXHYTERSA-N,SZJIAQIHDKIFGC
C12184,OHZXJDOKMFHAFO-PNKHAZJDSA-N,OHZXJDOKMFHAFO
C12508,OELFLUMRDSZNSF-BRWVUGGUSA-N,OELFLUMRDSZNSF
C12862,GYAVMUDJCHAASE-UHFFFAOYSA-M,GYAVMUDJCHAASE
C12915,,
C13280,LBHIOVVIQHSOQN-UHFFFAOYSA-N,LBHIOVVIQHSOQN
C12152,REPPNUPKOJKPSP-ZZNWINOMSA-N,REPPNUPKOJKPSP
C12416,WTOVDVFGOSWBFR-UHFFFAOYSA-N,WTOVDVFGOSWBFR
C12226,JGUNQXPMULKFNY-UHFFFAOYSA-N,JGUNQXPMULKFNY
C12173,AIXQQSTVOSFSMO-RBOXIYTFSA-N,AIXQQSTVOSFSMO
C12253,UAJBMQOTHJIJOI-WBIUFABUSA-N,UAJBMQOTHJIJOI
C12473,FLWNVTUDIWPFJL-ZJTSJXPUSA-N,FLWNVTUDIWPFJL
C12472,PVBGAGFRLSUWAK-CXTNQITHSA-N,PVBGAGFRLSUWAK
C12474,NMCFFEJWADWZTI-UHFFFAOYSA-N,NMCFFEJWADWZTI
C12609,WWPRGAYLRGSOSU-RNROJPEYSA-M,WWPRGAYLRGSOSU
C12156,IKYMLQOHQLVORI-PLAPNZKPSA-N,IKYMLQOHQLVORI
C12241,ABEASKLJNCROIZ-AXUOBQJMSA-N,ABEASKLJNCROIZ
C12183,MNZZTIOCKJEHEP-XVZHEKKHSA-N,MNZZTIOCKJEHEP
C12552,FTLDJPRFCGDUFH-UHFFFAOYSA-N,FTLDJPRFCGDUFH
C12236,PENHARRUWVHIOQ-UHFFFAOYSA-N,PENHARRUWVHIOQ
C13055,UBDNTYUBJLXUNN-IFLJXUKPSA-N,UBDNTYUBJLXUNN
C13144,CWKFWBJJNNPGAM-IPZCTEOASA-N,CWKFWBJJNNPGAM
C12401,ZJSLMQLVFYXGOW-UYAOXDASSA-N,ZJSLMQLVFYXGOW
C12186,JKZMYBLUKAMPKM-XUXIUFHCSA-N,JKZMYBLUKAMPKM
C12661,DJWYOLJPSHDSAL-ROUUACIJSA-N,DJWYOLJPSHDSAL
C12238,JFWCEOZJEWNPOW-GQOQCBKBSA-N,JFWCEOZJEWNPOW
C12942,,
C12656,HYRKAAMZBDSJFJ-LFDBJOOHSA-N,HYRKAAMZBDSJFJ
C12642,XLZUBCUKXQFBKB-JZWLZXDTSA-O,XLZUBCUKXQFBKB
C12640,MLLMLJXCGLXOIJ-AQAMAIGXSA-O,MLLMLJXCGLXOIJ
C12137,ABVCUBUIXWJYSE-GQUPQBGVSA-O,ABVCUBUIXWJYSE
C12644,IFYOHQQBIKDHFT-ASZXTAQUSA-O,IFYOHQQBIKDHFT
C12645,YTMOEUVNNYCFEO-WYHZMSGGSA-O,YTMOEUVNNYCFEO
C12139,CCQDWIRWKWIUKK-QKYBYQKWSA-O,CCQDWIRWKWIUKK
C12439,,
C12303,MDHYEMXUFSJLGV-UHFFFAOYSA-N,MDHYEMXUFSJLGV
C12590,AJOQSQHYDOFIOX-UHFFFAOYSA-N,AJOQSQHYDOFIOX
C12574,SSOXZAQUVINQSA-BTJKTKAUSA-N,SSOXZAQUVINQSA
C12600,BELBBZDIHDAJOR-UHFFFAOYSA-N,BELBBZDIHDAJOR
C12958,KEVKBVWYVMVEBG-UHFFFAOYSA-N,KEVKBVWYVMVEBG
C13482,BLHVJAAEHMLMOI-UHFFFAOYSA-N,BLHVJAAEHMLMOI
C12145,,
C12839,PMGABIJVFLPSLS-UHFFFAOYSA-N,PMGABIJVFLPSLS
C13334,VGYFMXBACGZSIL-MCBHFWOFSA-N,VGYFMXBACGZSIL
C12202,VWVDRJWACDDRKD-SECFAUQFSA-N,VWVDRJWACDDRKD
C13273,SUWYPNNPLSRNPS-UNTSEYQFSA-N,SUWYPNNPLSRNPS
C12282,,
C12554,SCVFZCLFOSHCOH-UHFFFAOYSA-M,SCVFZCLFOSHCOH
C13198,IOLCXVTUBQKXJR-UHFFFAOYSA-M,IOLCXVTUBQKXJR
C12568,KWYUFKZDYYNOTN-UHFFFAOYSA-M,KWYUFKZDYYNOTN
C13192,OTYBMLCTZGSZBG-UHFFFAOYSA-L,OTYBMLCTZGSZBG
C13554,SBQAKZYUNWNIRL-WNWSKZGLSA-N,SBQAKZYUNWNIRL
C12666,FKKAEMQFOIDZNY-CODXZCKSSA-M,FKKAEMQFOIDZNY
C12393,ZVCNREZZUJIBAG-UHFFFAOYSA-N,ZVCNREZZUJIBAG
C12384,RPAFQXAVFGSQFL-NYJNVLOGSA-N,RPAFQXAVFGSQFL
C12385,FANJWAKCIVIYMP-JYVXNHNOSA-N,FANJWAKCIVIYMP
C12387,CPBYUTXQMSKGLY-JUEXJKKASA-N,CPBYUTXQMSKGLY
C12386,HEXWXHDQRMEJNB-QGYAIUEGSA-N,HEXWXHDQRMEJNB
C12388,HCTADUCAPFYREF-OFWAWROCSA-N,HCTADUCAPFYREF
C12383,YGEWGLOEJMBKRL-NKTYFGPESA-N,YGEWGLOEJMBKRL
C12814,UCGJZJXOPSNTGZ-UHFFFAOYSA-M,UCGJZJXOPSNTGZ
C12177,YGIOUPVSUFMGBC-DTHPZREMSA-N,YGIOUPVSUFMGBC
C13235,AEQDBKHAAWUCMT-UHFFFAOYSA-N,AEQDBKHAAWUCMT
C13086,XEABSBMNTNXEJM-UHFFFAOYSA-N,XEABSBMNTNXEJM
C13110,ULBKMFLWMIGVOJ-CFXUUZMDSA-M,ULBKMFLWMIGVOJ
C12246,DWSNNJANRGBGNU-SMGNAMCTSA-N,DWSNNJANRGBGNU
C12449,PHMBVCPLDPDESM-GHNGIAPOSA-N,PHMBVCPLDPDESM
C12450,LWFFRRDSDGEAQK-VISZMWHFSA-N,LWFFRRDSDGEAQK
C12187,CKAHWDNDUGDSLE-ARLBYUKCSA-N,CKAHWDNDUGDSLE
C12842,YEKQSSHBERGOJK-UHFFFAOYSA-N,YEKQSSHBERGOJK
C13427,OTPSWLRZXRHDNX-UHFFFAOYSA-L,OTPSWLRZXRHDNX
C12483,,
C12491,QJBZDBLBQWFTPZ-UHFFFAOYSA-N,QJBZDBLBQWFTPZ
C12638,NBQPHANHNTWDML-UJKBSQBPSA-N,NBQPHANHNTWDML
C12637,NKFZLEYLWAFYEH-CJNLAGEVSA-N,NKFZLEYLWAFYEH
C12667,RDUAJIJVNHKTQC-UJECXLDQSA-N,RDUAJIJVNHKTQC
C12668,IQBMWEYFKNVACH-MEBVLIOMSA-N,IQBMWEYFKNVACH
C12402,JJOLHRYZQSDLSA-LJQANCHMSA-N,JJOLHRYZQSDLSA
C12426,CADJZGPRUYOSGU-QWWLYEKJSA-N,CADJZGPRUYOSGU
C12247,PHKOJKSYBBXXED-OCENJLCRSA-N,PHKOJKSYBBXXED
C12933,JWHSGIRTFHZPGE-DPLGGHQZSA-N,JWHSGIRTFHZPGE
C13515,CPRMKOQKXYSDML-UHFFFAOYSA-M,CPRMKOQKXYSDML
C13173,RXZBMPWDPOLZGW-HEWSMUCTSA-N,RXZBMPWDPOLZGW
C12284,WINXNKPZLFISPD-UHFFFAOYSA-M,WINXNKPZLFISPD
C12647,PJBHNEIXNNZROX-QBMVVDGVSA-O,PJBHNEIXNNZROX
C12228,QXVJDCUNQFSDBQ-UHFFFAOYSA-N,QXVJDCUNQFSDBQ
C12232,OYSGWKOGUVOGFQ-RBOXIYTFSA-N,OYSGWKOGUVOGFQ
C12230,FUAPOWMHFINSMM-UHFFFAOYSA-N,FUAPOWMHFINSMM
C12311,AXHGAUSFRHOIGV-UHFFFAOYSA-N,AXHGAUSFRHOIGV
C12560,IRHXGOXEBNJUSN-YOXDLBRISA-N,IRHXGOXEBNJUSN
C13414,KXGWXVVNYQOMQZ-UHFFFAOYSA-M,KXGWXVVNYQOMQZ
C12603,UIIMBOGNXHQVGW-UHFFFAOYSA-M,UIIMBOGNXHQVGW
C13403,JWBPVFVNISJVEM-UHFFFAOYSA-M,JWBPVFVNISJVEM
C13416,QTTMOCOWZLSYSV-QWAPEVOJSA-M,QTTMOCOWZLSYSV
C13085,WNFHGZLVUQBPMA-JSCKKFHOSA-M,WNFHGZLVUQBPMA
C12569,HEMHJVSKTPXQMS-UHFFFAOYSA-M,HEMHJVSKTPXQMS
C13072,GOZDTZWAMGHLDY-UHFFFAOYSA-L,GOZDTZWAMGHLDY
C13199,PMZURENOXWZQFD-UHFFFAOYSA-L,PMZURENOXWZQFD
C12392,DEEIVBZXTPAXOC-UHFFFAOYSA-N,DEEIVBZXTPAXOC
C12148,UZHDGDDPOPDJGM-CVOZLMQJSA-N,UZHDGDDPOPDJGM
C12149,BPELVOOPJCBAGM-GEJNJBTGSA-N,BPELVOOPJCBAGM
C12150,BXPDHYNAAYOQOQ-XBBODHJJSA-N,BXPDHYNAAYOQOQ
C12285,BAQAVOSOZGMPRM-QBMZZYIRSA-N,BAQAVOSOZGMPRM
C12616,KXRZBTAEDBELFD-UHFFFAOYSA-N,KXRZBTAEDBELFD
C12540,WMPXPUYPYQKQCX-UHFFFAOYSA-N,WMPXPUYPYQKQCX
C13508,,
C13229,UNZIDPIPYUMVPA-UHFFFAOYSA-M,UNZIDPIPYUMVPA
C13129,FFCSPKNZHGIDQM-CGAOXQFVSA-N,FFCSPKNZHGIDQM
C12869,DYZJXZOQQRXDLE-UHFFFAOYSA-O,DYZJXZOQQRXDLE
C12268,,
C12919,BJYLYJCXYAMOFT-RSFVBTMBSA-N,BJYLYJCXYAMOFT
C12281,,
C19292,,
C12864,MUTNCGKQJGXKEM-UHFFFAOYSA-N,MUTNCGKQJGXKEM
C12531,OGQICQVSFDPSEI-UHFFFAOYSA-N,OGQICQVSFDPSEI
